sl,year,month,day,hour,rh,tDryBulb,iExh,ih,iDn,iDfh
762,2003,2,1,18,49,17,27,35.72,0,0
763,2003,2,1,19,51,16,0,0.00,0,0
764,2003,2,1,20,52,16,0,0.00,0,0
765,2003,2,1,21,53,16,0,0.00,0,0
766,2003,2,1,22,53,15,0,0.00,0,0
767,2003,2,1,23,52,15,0,0.00,0,0
768,2003,2,1,0,51,15,0,0.00,0,0
769,2003,2,2,1,50,14,0,0.00,0,0
770,2003,2,2,2,51,14,0,0.00,0,0
771,2003,2,2,3,51,14,0,0.00,0,0
772,2003,2,2,4,51,14,0,0.00,0,0
773,2003,2,2,5,49,14,0,0.00,0,0
774,2003,2,2,6,48,15,0,0.00,0,0
775,2003,2,2,7,46,15,0,0.00,0,0
776,2003,2,2,8,45,16,73,82.23,136,9
777,2003,2,2,9,43,16,311,248.17,478,58
778,2003,2,2,10,42,17,523,403.81,642,97
779,2003,2,2,11,40,17,682,528.54,732,109
780,2003,2,2,12,37,18,778,606.33,774,115
781,2003,2,2,13,35,18,804,627.71,784,128
782,2003,2,2,14,35,18,758,590.15,740,136
783,2003,2,2,15,35,18,644,498.10,653,138
784,2003,2,2,16,36,18,469,362.94,577,120
785,2003,2,2,17,38,17,245,202.25,243,109
786,2003,2,2,18,41,17,30,37.85,0,0
787,2003,2,2,19,43,16,0,0.00,0,0
788,2003,2,2,20,44,16,0,0.00,0,0
789,2003,2,2,21,44,16,0,0.00,0,0
790,2003,2,2,22,45,16,0,0.00,0,0
791,2003,2,2,23,45,16,0,0.00,0,0
792,2003,2,2,0,45,15,0,0.00,0,0
793,2003,2,3,1,45,15,0,0.00,0,0
794,2003,2,3,2,45,15,0,0.00,0,0
795,2003,2,3,3,46,15,0,0.00,0,0
796,2003,2,3,4,46,15,0,0.00,0,0
797,2003,2,3,5,44,15,0,0.00,0,0
798,2003,2,3,6,42,15,0,0.00,0,0
799,2003,2,3,7,40,16,0,0.00,0,0
800,2003,2,3,8,38,16,77,83.96,155,10
801,2003,2,3,9,35,17,316,250.44,495,58
802,2003,2,3,10,33,17,528,406.59,654,96
803,2003,2,3,11,31,18,688,531.74,744,106
804,2003,2,3,12,28,18,784,609.84,780,114
805,2003,2,3,13,26,19,810,631.38,790,133
806,2003,2,3,14,25,19,764,593.83,691,153
807,2003,2,3,15,25,19,650,501.63,665,136
808,2003,2,3,16,25,19,474,366.15,536,130
809,2003,2,3,17,26,19,251,205.00,295,111
810,2003,2,3,18,28,18,32,39.98,49,0
811,2003,2,3,19,29,18,0,0.00,0,0
812,2003,2,3,20,31,18,0,0.00,0,0
813,2003,2,3,21,33,18,0,0.00,0,0
814,2003,2,3,22,35,18,0,0.00,0,0
815,2003,2,3,23,35,18,0,0.00,0,0
816,2003,2,3,0,36,17,0,0.00,0,0
817,2003,2,4,1,36,17,0,0.00,0,0
818,2003,2,4,2,35,17,0,0.00,0,0
819,2003,2,4,3,34,17,0,0.00,0,0
820,2003,2,4,4,34,17,0,0.00,0,0
821,2003,2,4,5,32,17,0,0.00,0,0
822,2003,2,4,6,31,17,0,0.00,0,0
823,2003,2,4,7,29,18,0,0.00,0,0
824,2003,2,4,8,28,18,80,85.19,149,11
825,2003,2,4,9,28,19,321,250.17,507,58
826,2003,2,4,10,27,19,533,401.89,672,92
827,2003,2,4,11,25,20,693,519.88,733,115
828,2003,2,4,12,24,21,789,588.89,685,147
829,2003,2,4,13,23,21,816,609.71,723,150
830,2003,2,4,14,22,21,770,573.67,770,132
831,2003,2,4,15,22,21,655,482.89,715,124
832,2003,2,4,16,22,20,480,361.53,575,121
833,2003,2,4,17,23,20,256,206.42,263,111
834,2003,2,4,18,23,20,35,42.11,48,1
835,2003,2,4,19,23,20,0,0.00,0,0
836,2003,2,4,20,24,20,0,0.00,0,0
837,2003,2,4,21,25,20,0,0.00,0,0
838,2003,2,4,22,26,20,0,0.00,0,0
839,2003,2,4,23,27,19,0,0.00,0,0
840,2003,2,4,0,27,19,0,0.00,0,0
841,2003,2,5,1,28,19,0,0.00,0,0
842,2003,2,5,2,28,19,0,0.00,0,0
843,2003,2,5,3,29,19,0,0.00,0,0
844,2003,2,5,4,29,19,0,0.00,0,0
845,2003,2,5,5,29,19,0,0.00,0,0
846,2003,2,5,6,29,19,0,0.00,0,0
847,2003,2,5,7,29,19,0,0.00,0,0
848,2003,2,5,8,29,20,83,87.62,172,11
849,2003,2,5,9,29,20,325,255.21,466,63
850,2003,2,5,10,29,21,538,412.37,621,105
851,2003,2,5,11,30,21,698,538.35,733,112
852,2003,2,5,12,31,22,795,617.02,750,125
853,2003,2,5,13,31,22,821,638.85,717,156
854,2003,2,5,14,33,22,776,601.28,660,163
855,2003,2,5,15,34,22,661,508.74,720,124
856,2003,2,5,16,35,21,486,372.60,580,124
857,2003,2,5,17,37,21,261,210.50,313,112
858,2003,2,5,18,38,20,37,44.26,61,1
859,2003,2,5,19,39,20,0,0.00,0,0
860,2003,2,5,20,41,19,0,0.00,0,0
861,2003,2,5,21,43,19,0,0.00,0,0
862,2003,2,5,22,45,19,0,0.00,0,0
863,2003,2,5,23,47,19,0,0.00,0,0
864,2003,2,5,0,48,19,0,0.00,0,0
865,2003,2,6,1,49,18,0,0.00,0,0
866,2003,2,6,2,50,18,0,0.00,0,0
867,2003,2,6,3,51,18,0,0.00,0,0
868,2003,2,6,4,52,18,0,0.00,0,0
869,2003,2,6,5,51,18,0,0.00,0,0
870,2003,2,6,6,50,18,0,0.00,0,0
871,2003,2,6,7,49,19,0,0.00,0,0
872,2003,2,6,8,46,19,87,89.56,163,12
873,2003,2,6,9,43,20,330,257.71,510,60
874,2003,2,6,10,41,21,543,415.37,633,103
875,2003,2,6,11,40,21,704,541.74,716,118
876,2003,2,6,12,39,22,801,620.68,756,124
877,2003,2,6,13,38,22,827,642.64,765,137
878,2003,2,6,14,38,22,782,605.04,752,135
879,2003,2,6,15,39,22,667,512.32,695,132
880,2003,2,6,16,40,22,491,375.84,565,125
881,2003,2,6,17,40,21,267,213.25,256,117
882,2003,2,6,18,41,21,40,46.40,54,2
883,2003,2,6,19,42,20,0,0.00,0,0
884,2003,2,6,20,43,20,0,0.00,0,0
885,2003,2,6,21,44,20,0,0.00,0,0
886,2003,2,6,22,44,20,0,0.00,0,0
887,2003,2,6,23,44,19,0,0.00,0,0
888,2003,2,6,0,44,19,0,0.00,0,0
889,2003,2,7,1,44,19,0,0.00,0,0
890,2003,2,7,2,44,19,0,0.00,0,0
891,2003,2,7,3,44,19,0,0.00,0,0
892,2003,2,7,4,43,19,0,0.00,0,0
893,2003,2,7,5,41,19,0,0.00,0,0
894,2003,2,7,6,38,20,0,0.00,0,0
895,2003,2,7,7,36,20,0,0.00,0,0
896,2003,2,7,8,34,21,91,91.56,186,13
897,2003,2,7,9,33,21,335,260.27,522,61
898,2003,2,7,10,31,22,549,418.43,593,112
899,2003,2,7,11,32,23,709,545.19,733,117
900,2003,2,7,12,33,23,806,624.39,786,115
901,2003,2,7,13,34,24,833,646.46,741,148
902,2003,2,7,14,35,23,788,608.82,733,142
903,2003,2,7,15,36,23,673,515.90,676,138
904,2003,2,7,16,37,23,497,379.07,571,127
905,2003,2,7,17,40,22,272,216.00,322,114
906,2003,2,7,18,43,22,43,48.54,73,2
907,2003,2,7,19,46,21,0,0.00,0,0
908,2003,2,7,20,47,21,0,0.00,0,0
909,2003,2,7,21,47,21,0,0.00,0,0
910,2003,2,7,22,47,21,0,0.00,0,0
911,2003,2,7,23,47,21,0,0.00,0,0
912,2003,2,7,0,46,21,0,0.00,0,0
913,2003,2,8,1,45,21,0,0.00,0,0
914,2003,2,8,2,47,21,0,0.00,0,0
915,2003,2,8,3,48,21,0,0.00,0,0
916,2003,2,8,4,50,21,0,0.00,0,0
917,2003,2,8,5,47,21,0,0.00,0,0
918,2003,2,8,6,44,22,0,0.00,0,0
919,2003,2,8,7,42,22,0,0.00,0,0
920,2003,2,8,8,40,23,95,93.64,177,14
921,2003,2,8,9,38,23,340,262.91,507,63
922,2003,2,8,10,37,24,554,421.56,651,102
923,2003,2,8,11,35,24,715,548.70,734,115
924,2003,2,8,12,33,24,812,628.14,691,150
925,2003,2,8,13,31,24,839,650.31,771,138
926,2003,2,8,14,32,24,793,612.62,776,134
927,2003,2,8,15,33,24,679,519.49,656,143
928,2003,2,8,16,34,23,503,382.30,596,131
929,2003,2,8,17,35,23,278,218.74,284,116
930,2003,2,8,18,35,22,46,50.68,68,3
931,2003,2,8,19,36,21,0,0.00,0,0
932,2003,2,8,20,38,21,0,0.00,0,0
933,2003,2,8,21,39,21,0,0.00,0,0
934,2003,2,8,22,40,21,0,0.00,0,0
935,2003,2,8,23,39,20,0,0.00,0,0
936,2003,2,8,0,38,20,0,0.00,0,0
937,2003,2,9,1,37,20,0,0.00,0,0
938,2003,2,9,2,38,19,0,0.00,0,0
939,2003,2,9,3,38,19,0,0.00,0,0
940,2003,2,9,4,39,19,0,0.00,0,0
941,2003,2,9,5,39,19,0,0.00,0,0
942,2003,2,9,6,38,19,0,0.00,0,0
943,2003,2,9,7,38,19,0,0.00,0,0
944,2003,2,9,8,38,19,99,95.78,201,14
945,2003,2,9,9,39,20,346,265.61,519,64
946,2003,2,9,10,39,20,560,424.75,668,98
947,2003,2,9,11,38,21,721,552.26,745,111
948,2003,2,9,12,37,21,818,631.94,757,126
949,2003,2,9,13,35,21,845,654.20,711,159
950,2003,2,9,14,37,21,799,616.44,696,156
951,2003,2,9,15,38,21,684,523.09,669,141
952,2003,2,9,16,39,21,508,385.53,622,126
953,2003,2,9,17,41,20,283,221.48,349,113
954,2003,2,9,18,44,20,49,52.81,90,3
955,2003,2,9,19,46,19,0,0.00,0,0
956,2003,2,9,20,47,19,0,0.00,0,0
957,2003,2,9,21,48,19,0,0.00,0,0
958,2003,2,9,22,49,19,0,0.00,0,0
959,2003,2,9,23,50,19,0,0.00,0,0
960,2003,2,9,0,50,19,0,0.00,0,0
961,2003,2,10,1,51,19,0,0.00,0,0
962,2003,2,10,2,51,18,0,0.00,0,0
963,2003,2,10,3,52,18,0,0.00,0,0
964,2003,2,10,4,52,18,0,0.00,0,0
965,2003,2,10,5,50,19,0,0.00,0,0
966,2003,2,10,6,48,19,0,0.00,0,0
967,2003,2,10,7,46,19,0,0.00,0,0
968,2003,2,10,8,43,20,103,97.99,195,16
969,2003,2,10,9,40,20,351,268.38,504,66
970,2003,2,10,10,37,21,565,428.01,623,109
971,2003,2,10,11,39,21,727,555.88,681,131
972,2003,2,10,12,40,22,824,635.78,745,136
973,2003,2,10,13,42,22,851,658.11,735,153
974,2003,2,10,14,43,22,805,620.27,733,144
975,2003,2,10,15,43,22,690,526.70,606,168
976,2003,2,10,16,44,22,514,388.76,442,146
977,2003,2,10,17,43,21,289,224.21,294,118
978,2003,2,10,18,43,21,52,54.94,80,4
979,2003,2,10,19,43,21,0,0.00,0,0
980,2003,2,10,20,42,20,0,0.00,0,0
981,2003,2,10,21,40,20,0,0.00,0,0
982,2003,2,10,22,39,20,0,0.00,0,0
983,2003,2,10,23,39,20,0,0.00,0,0
984,2003,2,10,0,39,20,0,0.00,0,0
985,2003,2,11,1,38,20,0,0.00,0,0
986,2003,2,11,2,39,20,0,0.00,0,0
987,2003,2,11,3,39,19,0,0.00,0,0
988,2003,2,11,4,40,19,0,0.00,0,0
989,2003,2,11,5,39,19,0,0.00,0,0
990,2003,2,11,6,39,19,0,0.00,0,0
991,2003,2,11,7,39,19,0,0.00,0,0
992,2003,2,11,8,38,20,108,100.26,0,5
993,2003,2,11,9,36,20,356,271.22,11,86
994,2003,2,11,10,35,21,571,431.32,11,159
995,2003,2,11,11,36,21,732,559.55,18,220
996,2003,2,11,12,37,21,830,639.65,30,272
997,2003,2,11,13,38,22,857,661.97,36,290
998,2003,2,11,14,39,22,811,623.49,31,275
999,2003,2,11,15,39,21,696,529.36,69,227
1000,2003,2,11,16,40,21,520,390.92,435,196
1001,2003,2,11,17,40,21,294,225.80,358,114
1002,2003,2,11,18,40,20,55,56.73,103,4
1003,2003,2,11,19,41,20,0,0.00,0,0
1004,2003,2,11,20,43,20,0,0.00,0,0
1005,2003,2,11,21,45,20,0,0.00,0,0
1006,2003,2,11,22,47,19,0,0.00,0,0
1007,2003,2,11,23,47,19,0,0.00,0,0
1008,2003,2,11,0,47,19,0,0.00,0,0
1009,2003,2,12,1,47,19,0,0.00,0,0
1010,2003,2,12,2,48,18,0,0.00,0,0
1011,2003,2,12,3,48,18,0,0.00,0,0
1012,2003,2,12,4,49,18,0,0.00,0,0
1013,2003,2,12,5,48,18,0,0.00,0,0
1014,2003,2,12,6,47,18,0,0.00,0,0
1015,2003,2,12,7,47,18,0,0.00,0,0
1016,2003,2,12,8,44,19,113,102.46,0,5
1017,2003,2,12,9,40,19,362,273.40,0,33
1018,2003,2,12,10,37,20,577,433.50,0,60
1019,2003,2,12,11,36,20,738,561.02,0,98
1020,2003,2,12,12,35,20,836,640.07,0,139
1021,2003,2,12,13,35,21,863,661.28,0,159
1022,2003,2,12,14,35,20,817,622.34,0,117
1023,2003,2,12,15,36,20,702,529.13,0,176
1024,2003,2,12,16,37,20,525,390.90,0,132
1025,2003,2,12,17,40,20,299,227.31,0,71
1026,2003,2,12,18,42,19,59,58.75,0,3
1027,2003,2,12,19,44,19,0,0.00,0,0
1028,2003,2,12,20,46,19,0,0.00,0,0
1029,2003,2,12,21,48,18,0,0.00,0,0
1030,2003,2,12,22,50,18,0,0.00,0,0
1031,2003,2,12,23,52,18,0,0.00,0,0
1032,2003,2,12,0,54,17,0,0.00,0,0
1033,2003,2,13,1,56,17,0,0.00,0,0
1034,2003,2,13,2,57,17,0,0.00,0,0
1035,2003,2,13,3,58,16,0,0.00,0,0
1036,2003,2,13,4,60,16,0,0.00,0,0
1037,2003,2,13,5,58,16,0,0.00,0,0
1038,2003,2,13,6,56,17,0,0.00,0,0
1039,2003,2,13,7,54,17,0,0.00,0,0
1040,2003,2,13,8,50,17,118,105.00,0,12
1041,2003,2,13,9,47,18,368,277.09,0,74
1042,2003,2,13,10,44,18,582,438.13,0,104
1043,2003,2,13,11,42,18,744,567.02,0,158
1044,2003,2,13,12,40,19,842,647.50,24,241
1045,2003,2,13,13,39,19,869,669.90,127,301
1046,2003,2,13,14,39,19,823,631.76,0,110
1047,2003,2,13,15,40,19,708,537.27,237,289
1048,2003,2,13,16,41,19,531,398.24,512,176
1049,2003,2,13,17,43,18,305,232.14,359,117
1050,2003,2,13,18,44,18,62,61.26,114,6
1051,2003,2,13,19,45,18,0,0.00,0,0
1052,2003,2,13,20,46,17,0,0.00,0,0
1053,2003,2,13,21,46,17,0,0.00,0,0
1054,2003,2,13,22,46,17,0,0.00,0,0
1055,2003,2,13,23,47,17,0,0.00,0,0
1056,2003,2,13,0,48,17,0,0.00,0,0
1057,2003,2,14,1,48,17,0,0.00,0,0
1058,2003,2,14,2,50,16,0,0.00,0,0
1059,2003,2,14,3,51,16,0,0.00,0,0
1060,2003,2,14,4,52,16,0,0.00,0,0
1061,2003,2,14,5,52,16,0,0.00,0,0
1062,2003,2,14,6,52,16,0,0.00,0,0
1063,2003,2,14,7,52,16,0,0.00,0,0
1064,2003,2,14,8,49,17,123,107.46,0,15
1065,2003,2,14,9,47,17,373,280.11,0,78
1066,2003,2,14,10,44,17,588,441.61,0,125
1067,2003,2,14,11,41,18,751,570.83,6,182
1068,2003,2,14,12,39,18,848,651.48,12,231
1069,2003,2,14,13,36,19,875,673.97,108,306
1070,2003,2,14,14,36,18,829,635.70,268,308
1071,2003,2,14,15,36,18,714,541.11,37,241
1072,2003,2,14,16,35,18,537,401.57,79,183
1073,2003,2,14,17,38,18,310,235.02,218,156
1074,2003,2,14,18,40,18,66,63.38,73,9
1075,2003,2,14,19,43,18,0,0.00,0,0
1076,2003,2,14,20,45,17,0,0.00,0,0
1077,2003,2,14,21,47,17,0,0.00,0,0
1078,2003,2,14,22,49,17,0,0.00,0,0
1079,2003,2,14,23,49,17,0,0.00,0,0
1080,2003,2,14,0,49,16,0,0.00,0,0
1081,2003,2,15,1,50,16,0,0.00,0,0
1082,2003,2,15,2,50,16,0,0.00,0,0
1083,2003,2,15,3,51,16,0,0.00,0,0
1084,2003,2,15,4,52,15,0,0.00,0,0
1085,2003,2,15,5,52,15,0,0.00,0,0
1086,2003,2,15,6,51,16,0,0.00,0,0
1087,2003,2,15,7,51,16,0,0.00,0,0
1088,2003,2,15,8,48,16,128,109.95,16,22
1089,2003,2,15,9,45,17,379,282.93,0,50
1090,2003,2,15,10,43,17,594,444.37,6,142
1091,2003,2,15,11,41,17,757,573.09,0,142
1092,2003,2,15,12,40,18,855,652.87,137,288
1093,2003,2,15,13,38,18,881,675.27,72,303
1094,2003,2,15,14,38,18,835,637.02,6,210
1095,2003,2,15,15,39,17,720,543.20,0,112
1096,2003,2,15,16,39,17,542,401.22,0,139
1097,2003,2,15,17,41,17,316,234.22,72,117
1098,2003,2,15,18,42,17,69,64.38,25,8
1099,2003,2,15,19,44,16,0,0.00,0,0
1100,2003,2,15,20,43,16,0,0.00,0,0
1101,2003,2,15,21,43,16,0,0.00,0,0
1102,2003,2,15,22,43,16,0,0.00,0,0
1103,2003,2,15,23,44,15,0,0.00,0,0
1104,2003,2,15,0,45,15,0,0.00,0,0
1105,2003,2,16,1,46,15,0,0.00,0,0
1106,2003,2,16,2,47,15,0,0.00,0,0
1107,2003,2,16,3,48,14,0,0.00,0,0
1108,2003,2,16,4,49,14,0,0.00,0,0
1109,2003,2,16,5,49,14,0,0.00,0,0
1110,2003,2,16,6,49,14,0,0.00,0,0
1111,2003,2,16,7,48,14,0,0.00,0,0
1112,2003,2,16,8,45,15,134,112.09,240,23
1113,2003,2,16,9,42,15,385,285.26,291,128
1114,2003,2,16,10,39,15,600,446.96,0,65
1115,2003,2,16,11,39,16,763,575.42,0,88
1116,2003,2,16,12,38,16,861,655.93,477,299
1117,2003,2,16,13,38,17,888,672.86,367,305
1118,2003,2,16,14,39,17,842,627.41,24,206
1119,2003,2,16,15,39,17,726,526.42,392,245
1120,2003,2,16,16,40,17,548,386.41,274,185
1121,2003,2,16,17,42,16,321,226.16,230,157
1122,2003,2,16,18,45,16,73,64.08,84,11
1123,2003,2,16,19,47,16,0,0.00,0,0
1124,2003,2,16,20,48,15,0,0.00,0,0
1125,2003,2,16,21,49,15,0,0.00,0,0
1126,2003,2,16,22,50,15,0,0.00,0,0
1127,2003,2,16,23,51,15,0,0.00,0,0
1128,2003,2,16,0,53,14,0,0.00,0,0
1129,2003,2,17,1,54,14,0,0.00,0,0
1130,2003,2,17,2,56,14,0,0.00,0,0
1131,2003,2,17,3,57,13,0,0.00,0,0
1132,2003,2,17,4,58,13,0,0.00,0,0
1133,2003,2,17,5,56,13,0,0.00,0,0
1134,2003,2,17,6,54,13,0,0.00,0,0
1135,2003,2,17,7,52,13,0,0.00,0,0
1136,2003,2,17,8,50,14,139,115.22,0,23
1137,2003,2,17,9,49,14,391,289.55,5,99
1138,2003,2,17,10,47,15,607,452.38,29,198
1139,2003,2,17,11,45,15,769,582.48,135,259
1140,2003,2,17,12,44,16,867,663.56,209,306
1141,2003,2,17,13,42,16,894,686.03,169,339
1142,2003,2,17,14,43,16,848,647.31,177,314
1143,2003,2,17,15,43,17,731,551.87,535,210
1144,2003,2,17,16,43,17,554,411.14,346,179
1145,2003,2,17,17,47,16,326,243.05,284,140
1146,2003,2,17,18,50,15,77,69.67,107,11
1147,2003,2,17,19,53,15,0,0.00,0,0
1148,2003,2,17,20,55,15,0,0.00,0,0
1149,2003,2,17,21,58,14,0,0.00,0,0
1150,2003,2,17,22,60,14,0,0.00,0,0
1151,2003,2,17,23,60,14,0,0.00,0,0
1152,2003,2,17,0,61,14,0,0.00,0,0
1153,2003,2,18,1,61,13,0,0.00,0,0
1154,2003,2,18,2,61,13,0,0.00,0,0
1155,2003,2,18,3,60,13,0,0.00,0,0
1156,2003,2,18,4,59,13,0,0.00,0,0
1157,2003,2,18,5,57,13,0,0.00,0,0
1158,2003,2,18,6,54,14,0,0.00,0,0
1159,2003,2,18,7,51,14,0,0.00,0,0
1160,2003,2,18,8,48,15,145,117.93,256,25
1161,2003,2,18,9,45,15,397,292.80,579,71
1162,2003,2,18,10,42,16,613,456.06,627,122
1163,2003,2,18,11,38,16,775,586.44,783,118
1164,2003,2,18,12,35,17,873,667.63,805,136
1165,2003,2,18,13,32,18,900,690.07,699,180
1166,2003,2,18,14,31,18,854,651.18,732,155
1167,2003,2,18,15,30,18,737,555.43,696,150
1168,2003,2,18,16,29,18,559,414.29,567,153
1169,2003,2,18,17,33,18,332,245.69,305,118
1170,2003,2,18,18,36,17,81,71.73,119,10
1171,2003,2,18,19,40,17,0,0.00,0,0
1172,2003,2,18,20,41,17,0,0.00,0,0
1173,2003,2,18,21,42,17,0,0.00,0,0
1174,2003,2,18,22,43,17,0,0.00,0,0
1175,2003,2,18,23,43,17,0,0.00,0,0
1176,2003,2,18,0,42,16,0,0.00,0,0
1177,2003,2,19,1,42,16,0,0.00,0,0
1178,2003,2,19,2,43,16,0,0.00,0,0
1179,2003,2,19,3,43,16,0,0.00,0,0
1180,2003,2,19,4,44,16,0,0.00,0,0
1181,2003,2,19,5,41,16,0,0.00,0,0
1182,2003,2,19,6,39,17,0,0.00,0,0
1183,2003,2,19,7,36,17,1,0.00,0,0
1184,2003,2,19,8,35,18,151,120.69,62,31
1185,2003,2,19,9,33,18,403,296.11,0,42
1186,2003,2,19,10,32,19,619,459.79,0,141
1187,2003,2,19,11,31,20,782,590.43,595,204
1188,2003,2,19,12,30,20,880,671.73,501,231
1189,2003,2,19,13,29,21,906,694.12,392,284
1190,2003,2,19,14,31,21,860,655.04,390,271
1191,2003,2,19,15,32,21,743,558.99,305,257
1192,2003,2,19,16,34,21,565,417.42,65,191
1193,2003,2,19,17,35,20,337,248.31,0,62
1194,2003,2,19,18,36,20,85,73.79,0,6
1195,2003,2,19,19,38,19,0,0.00,0,0
1196,2003,2,19,20,38,19,0,0.00,0,0
1197,2003,2,19,21,38,19,0,0.00,0,0
1198,2003,2,19,22,38,19,0,0.00,0,0
1199,2003,2,19,23,37,19,0,0.00,0,0
1200,2003,2,19,0,36,19,0,0.00,0,0
1201,2003,2,20,1,35,19,0,0.00,0,0
1202,2003,2,20,2,34,19,0,0.00,0,0
1203,2003,2,20,3,33,18,0,0.00,0,0
1204,2003,2,20,4,32,18,0,0.00,0,0
1205,2003,2,20,5,32,19,0,0.00,0,0
1206,2003,2,20,6,31,19,0,0.00,0,0
1207,2003,2,20,7,30,19,1,0.00,0,0
1208,2003,2,20,8,30,19,157,123.50,293,27
1209,2003,2,20,9,30,20,409,299.47,571,75
1210,2003,2,20,10,30,21,625,463.56,651,117
1211,2003,2,20,11,34,21,788,594.45,689,143
1212,2003,2,20,12,38,21,886,675.83,763,149
1213,2003,2,20,13,42,22,912,698.17,687,187
1214,2003,2,20,14,43,22,866,658.90,743,153
1215,2003,2,20,15,44,21,749,562.53,733,143
1216,2003,2,20,16,45,21,570,420.54,520,165
1217,2003,2,20,17,43,21,342,250.92,409,121
1218,2003,2,20,18,40,20,89,75.84,171,12
1219,2003,2,20,19,38,20,0,0.00,0,0
1220,2003,2,20,20,38,20,0,0.00,0,0
1221,2003,2,20,21,38,19,0,0.00,0,0
1222,2003,2,20,22,37,19,0,0.00,0,0
1223,2003,2,20,23,37,19,0,0.00,0,0
1224,2003,2,20,0,37,19,0,0.00,0,0
1225,2003,2,21,1,37,18,0,0.00,0,0
1226,2003,2,21,2,39,18,0,0.00,0,0
1227,2003,2,21,3,41,18,0,0.00,0,0
1228,2003,2,21,4,43,17,0,0.00,0,0
1229,2003,2,21,5,43,17,0,0.00,0,0
1230,2003,2,21,6,43,18,0,0.00,0,0
1231,2003,2,21,7,44,18,2,0.00,0,0
1232,2003,2,21,8,43,18,163,126.37,309,27
1233,2003,2,21,9,42,19,416,302.88,578,76
1234,2003,2,21,10,41,19,632,467.37,622,127
1235,2003,2,21,11,40,20,794,598.49,736,130
1236,2003,2,21,12,39,20,892,679.96,745,151
1237,2003,2,21,13,38,21,919,702.22,669,196
1238,2003,2,21,14,39,21,872,662.74,737,159
1239,2003,2,21,15,41,21,755,566.05,695,153
1240,2003,2,21,16,42,21,576,423.64,636,137
